"TableName","TablePurpose","Ownership","ColumnOrdinal","ColumnName","SqlType","Nullable","KeyRole","DefaultDefinition","IndexNames","ProductionRows","ProductionNonNullRows","ProductionFillPercent","AgentStrongReferences","AgentTokenReferences","DevAppStrongReferences","DevAppTokenReferences","ProdAppStrongReferences","ProdAppTokenReferences","AllStrongReferences","AllTokenReferences","DataSensitivity","Assessment","MigrationRecommendation","Note"
"DeviceLoggingErrors","Agentdiagnostiek, foutdetails en uitvoeringscontext.","Legacy UAM","12","UAM_CreationDate","datetime","True","","","","10278","10254","99.77","0","1","1","1","1","1","2","3","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=1, DEV-app=1, PROD-app=1."
"DeviceLoggingErrors","Agentdiagnostiek, foutdetails en uitvoeringscontext.","Legacy UAM","13","UAM_Version","varchar(20)","True","","","","10278","0","0","0","0","1","1","1","1","2","2","persoons-/gebruiksgegeven","codegebruik, productie leeg","migreren na semantische controle","Exacte codetokens: agent=0, DEV-app=1, PROD-app=1."
"DeviceLoggingErrors","Agentdiagnostiek, foutdetails en uitvoeringscontext.","Legacy UAM","14","UAM_Settings","varchar(1000)","True","","","","10278","0","0","0","0","1","1","1","1","2","2","gevoelige diagnostiek/configuratie","codegebruik, productie leeg","migreren na semantische controle","Diagnostische settingsnapshot; voorkom secrets en pas veldniveau-redactie toe. Exacte codetokens: agent=0, DEV-app=1, PROD-app=1."
"DeviceLoggingErrors","Agentdiagnostiek, foutdetails en uitvoeringscontext.","Legacy UAM","15","WindowsVersion","varchar(50)","True","","","","10278","10254","99.77","2","4","1","1","1","1","4","6","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=4, DEV-app=1, PROD-app=1."
"DeviceLoggingSettings","Globale key/value-instellingen die de agent bij starten inleest.","Legacy UAM","1","Setting_code","varchar(100)","False","PK(1)","","PK_DeviceLoggingSettings2","33","33","100","14","14","0","0","3","3","17","17","persoons-/gebruiksgegeven","structureel","behouden/hermodelleren","Onderdeel van identity-, primary-key- of foreign-keystructuur."
"DeviceLoggingSettings","Globale key/value-instellingen die de agent bij starten inleest.","Legacy UAM","2","Setting_Description_short","varchar(128)","True","","","","33","29","87.88","0","0","0","0","3","3","3","3","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=0, DEV-app=0, PROD-app=3."
"DeviceLoggingSettings","Globale key/value-instellingen die de agent bij starten inleest.","Legacy UAM","3","Setting_Description_long","nvarchar(1000)","True","","","","33","16","48.48","0","0","0","0","1","1","1","1","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=0, DEV-app=0, PROD-app=1."
"DeviceLoggingSettings","Globale key/value-instellingen die de agent bij starten inleest.","Legacy UAM","4","Setting_Group","varchar(30)","True","","","","33","33","100","0","0","1","1","2","2","3","3","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=0, DEV-app=1, PROD-app=2."
"DeviceLoggingSettings","Globale key/value-instellingen die de agent bij starten inleest.","Legacy UAM","5","Setting_Value","varchar(max)","True","","","","33","33","100","3","3","0","0","2","2","5","5","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=3, DEV-app=0, PROD-app=2."
"DeviceLoggingSettings","Globale key/value-instellingen die de agent bij starten inleest.","Legacy UAM","6","Setting_measurement_unit","varchar(50)","True","","","","33","10","30.3","0","0","0","0","1","1","1","1","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=0, DEV-app=0, PROD-app=1."
"DeviceLoggingSettings","Globale key/value-instellingen die de agent bij starten inleest.","Legacy UAM","7","Setting_ValueType","varchar(20)","True","","","","33","33","100","6","6","0","0","0","0","6","6","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=6, DEV-app=0, PROD-app=0."
"DeviceLoggingSettings","Globale key/value-instellingen die de agent bij starten inleest.","Legacy UAM","8","Setting_Enabled","bit","True","","((1))","","33","33","100","1","2","0","0","3","3","4","5","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=2, DEV-app=0, PROD-app=3."
"DeviceLoggingUserAdGroupMembers","Materiële selectie/koppeling van te loggen gebruikers en AD-groepen.","Legacy UAM","1","DeviceLoggingUserAdGroupMemberID","int","False","IDENTITY","","","115","115","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","structureel","behouden/hermodelleren","Onderdeel van identity-, primary-key- of foreign-keystructuur."
"DeviceLoggingUserAdGroupMembers","Materiële selectie/koppeling van te loggen gebruikers en AD-groepen.","Legacy UAM","2","UserName","varchar(100)","True","","","","115","115","100","26","46","15","17","26","26","67","89","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=46, DEV-app=17, PROD-app=26."
"DeviceLoggingUserAdGroupMembers","Materiële selectie/koppeling van te loggen gebruikers en AD-groepen.","Legacy UAM","3","AdUser_ObjectGuid","uniqueidentifier","True","","","","115","0","0","0","0","1","1","1","1","2","2","persoons-/gebruiksgegeven","codegebruik, productie leeg","migreren na semantische controle","Exacte codetokens: agent=0, DEV-app=1, PROD-app=1."
"DeviceLoggingUserAdGroupMembers","Materiële selectie/koppeling van te loggen gebruikers en AD-groepen.","Legacy UAM","4","AdGroup_ObjectGuid","uniqueidentifier","True","","","","115","115","100","0","0","1","3","1","3","2","6","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=0, DEV-app=3, PROD-app=3."
"DeviceLoggingUserAdGroupMembers","Materiële selectie/koppeling van te loggen gebruikers en AD-groepen.","Legacy UAM","5","WhenCreated","datetime","True","","(getdate())","","115","115","100","0","0","1","1","8","8","9","9","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=0, DEV-app=1, PROD-app=8."
"DeviceLoggingUsers","Per gebruiker/apparaat de agentstatus, versie en taakcheckpoints.","Legacy UAM","1","LoggingUserID","int","False","IDENTITY; PK(1)","","PK_DeviceLoggingUsers","285","285","100","1","1","2","9","2","9","5","19","persoons-/gebruiksgegeven","structureel","behouden/hermodelleren","Onderdeel van identity-, primary-key- of foreign-keystructuur."
"DeviceLoggingUsers","Per gebruiker/apparaat de agentstatus, versie en taakcheckpoints.","Legacy UAM","2","username","varchar(50)","True","","","","285","285","100","26","46","15","17","26","26","67","89","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=46, DEV-app=17, PROD-app=26."
"DeviceLoggingUsers","Per gebruiker/apparaat de agentstatus, versie en taakcheckpoints.","Legacy UAM","3","userdomain","varchar(50)","True","","","","285","285","100","21","50","2","2","5","5","28","57","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=50, DEV-app=2, PROD-app=5."
"DeviceLoggingUsers","Per gebruiker/apparaat de agentstatus, versie en taakcheckpoints.","Legacy UAM","4","computername","varchar(100)","True","","","","285","285","100","23","54","2","3","6","7","31","64","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=54, DEV-app=3, PROD-app=7."
"DeviceLoggingUsers","Per gebruiker/apparaat de agentstatus, versie en taakcheckpoints.","Legacy UAM","5","NonpersistentComputer","bit","True","","","","285","91","31.93","3","3","3","4","3","4","9","11","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=3, DEV-app=4, PROD-app=4."
"DeviceLoggingUsers","Per gebruiker/apparaat de agentstatus, versie en taakcheckpoints.","Legacy UAM","6","startlogging","bit","True","","","","285","285","100","6","33","3","8","3","8","12","49","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=33, DEV-app=8, PROD-app=8."
"DeviceLoggingUsers","Per gebruiker/apparaat de agentstatus, versie en taakcheckpoints.","Legacy UAM","7","LastWindowsProcessesLogDateTime","datetime2(7)","True","","","","285","229","80.35","1","1","1","1","1","1","3","3","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Ouder taakspecifiek checkpoint; overlapt met LastProcessLogDateTime. Exacte codetokens: agent=1, DEV-app=1, PROD-app=1."
"DeviceLoggingUsers","Per gebruiker/apparaat de agentstatus, versie en taakcheckpoints.","Legacy UAM","8","LastRecentFilesLogDateTime","datetime2(7)","True","","","","285","214","75.09","1","1","1","1","1","1","3","3","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Ouder taakspecifiek checkpoint; overlapt met LastRecentFilesAndFoldersDateTime. Exacte codetokens: agent=1, DEV-app=1, PROD-app=1."
"DeviceLoggingUsers","Per gebruiker/apparaat de agentstatus, versie en taakcheckpoints.","Legacy UAM","9","LastBrowserEdgeLogDateTime","datetime2(7)","True","","","","285","254","89.12","0","0","1","1","1","1","2","2","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Browserspecifiek checkpoint; overlapt met het latere geconsolideerde LastBrowserLogDateTime. Exacte codetokens: agent=0, DEV-app=1, PROD-app=1."
"DeviceLoggingUsers","Per gebruiker/apparaat de agentstatus, versie en taakcheckpoints.","Legacy UAM","10","LastBrowserFireFoxLogDateTime","datetime2(7)","True","","","","285","116","40.7","0","0","1","1","1","1","2","2","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Browserspecifiek checkpoint; overlapt met het latere geconsolideerde LastBrowserLogDateTime. Exacte codetokens: agent=0, DEV-app=1, PROD-app=1."
"DeviceLoggingUsers","Per gebruiker/apparaat de agentstatus, versie en taakcheckpoints.","Legacy UAM","11","LastBrowserChromeLogDateTime","datetime2(7)","True","","","","285","254","89.12","0","0","1","1","1","1","2","2","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Browserspecifiek checkpoint; overlapt met het latere geconsolideerde LastBrowserLogDateTime. Exacte codetokens: agent=0, DEV-app=1, PROD-app=1."
"DeviceLoggingUsers","Per gebruiker/apparaat de agentstatus, versie en taakcheckpoints.","Legacy UAM","12","LoggingStartedDateTime","datetime2(7)","True","","","","285","1","0.35","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","data aanwezig, codegebruik niet aangetroffen","herkomst/consument verifiëren","Productiedata aanwezig; dynamisch SQL of een externe consument kan statische codezoeking omzeilen."
"DeviceLoggingUsers","Per gebruiker/apparaat de agentstatus, versie en taakcheckpoints.","Legacy UAM","13","LoggingStartedUAMprocessPID","int","True","","","","285","285","100","1","1","0","0","0","0","1","1","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=1, DEV-app=0, PROD-app=0."
"DeviceLoggingUsers","Per gebruiker/apparaat de agentstatus, versie en taakcheckpoints.","Legacy UAM","14","LoggingEndedDateTime","datetime2(7)","True","","","","285","1","0.35","1","1","0","0","0","0","1","1","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=1, DEV-app=0, PROD-app=0."
"DeviceLoggingUsers","Per gebruiker/apparaat de agentstatus, versie en taakcheckpoints.","Legacy UAM","15","LoggingStatus","varchar(20)","True","","","","285","1","0.35","1","1","0","0","0","0","1","1","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=1, DEV-app=0, PROD-app=0."
"DeviceLoggingUsers","Per gebruiker/apparaat de agentstatus, versie en taakcheckpoints.","Legacy UAM","16","whencreated","datetime","True","","(getdate())","","285","285","100","0","0","1","1","8","8","9","9","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=0, DEV-app=1, PROD-app=8."
"DeviceLoggingUsers","Per gebruiker/apparaat de agentstatus, versie en taakcheckpoints.","Legacy UAM","17","lastlogon","datetime","True","","","","285","285","100","1","1","1","1","1","1","3","3","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=1, DEV-app=1, PROD-app=1."
"DeviceLoggingUsers","Per gebruiker/apparaat de agentstatus, versie en taakcheckpoints.","Legacy UAM","18","UAMProcessName","varchar(100)","True","","","","285","285","100","1","1","0","0","0","0","1","1","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=1, DEV-app=0, PROD-app=0."
"DeviceLoggingUsers","Per gebruiker/apparaat de agentstatus, versie en taakcheckpoints.","Legacy UAM","19","UAMVersion","varchar(200)","True","","","","285","285","100","1","1","0","1","0","1","1","3","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=1, DEV-app=1, PROD-app=1."
"DeviceLoggingUsers","Per gebruiker/apparaat de agentstatus, versie en taakcheckpoints.","Legacy UAM","20","UAMCreated","datetime","True","","","","285","285","100","2","2","0","0","0","0","2","2","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=2, DEV-app=0, PROD-app=0."
"DeviceLoggingUsers","Per gebruiker/apparaat de agentstatus, versie en taakcheckpoints.","Legacy UAM","21","UAMInstallDate","datetime","True","","","","285","284","99.65","1","1","0","1","0","1","1","3","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=1, DEV-app=1, PROD-app=1."
"DeviceLoggingUsers","Per gebruiker/apparaat de agentstatus, versie en taakcheckpoints.","Legacy UAM","22","UAMStartedElevated","bit","True","","","","285","283","99.3","1","7","0","0","0","0","1","7","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=7, DEV-app=0, PROD-app=0."
"DeviceLoggingUsers","Per gebruiker/apparaat de agentstatus, versie en taakcheckpoints.","Legacy UAM","23","UAMStartupDateTime","datetime","True","","","","285","284","99.65","1","1","0","0","0","0","1","1","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=1, DEV-app=0, PROD-app=0."
"DeviceLoggingUsers","Per gebruiker/apparaat de agentstatus, versie en taakcheckpoints.","Legacy UAM","24","UAMShutdownDateTime","datetime","True","","","","285","79","27.72","2","2","0","0","0","0","2","2","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=2, DEV-app=0, PROD-app=0."
"DeviceLoggingUsers","Per gebruiker/apparaat de agentstatus, versie en taakcheckpoints.","Legacy UAM","25","UAMprocessMaxMemoryMB","float","True","","","","285","285","100","5","6","0","1","0","1","5","8","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Legacy self-protection voor de monolithische PowerShell-agent; opnieuw beoordelen voor de kleine C# worker. Exacte codetokens: agent=6, DEV-app=1, PROD-app=1."
"DeviceLoggingUsers","Per gebruiker/apparaat de agentstatus, versie en taakcheckpoints.","Legacy UAM","26","UAMprocessLastMemoryMB","float","True","","","","285","1","0.35","1","1","0","0","0","0","1","1","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Legacy memorytelemetrie; in C# liever gestandaardiseerde metrics/observability. Exacte codetokens: agent=1, DEV-app=0, PROD-app=0."
"DeviceLoggingUsers","Per gebruiker/apparaat de agentstatus, versie en taakcheckpoints.","Legacy UAM","27","CsVPath","varchar(200)","True","","","","285","285","100","1","43","0","0","0","0","1","43","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Verwijst naar de legacy CSV met complete SQL-statements; vervangen door de SQLite-outbox. Exacte codetokens: agent=43, DEV-app=0, PROD-app=0."
"DeviceLoggingUsers","Per gebruiker/apparaat de agentstatus, versie en taakcheckpoints.","Legacy UAM","28","LastProcessLogDateTime","datetime2(7)","True","","","","285","2","0.7","1","1","0","0","0","0","1","1","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=1, DEV-app=0, PROD-app=0."
"DeviceLoggingUsers","Per gebruiker/apparaat de agentstatus, versie en taakcheckpoints.","Legacy UAM","29","LastBrowserLogDateTime","datetime2(7)","True","","","","285","1","0.35","1","1","0","0","0","0","1","1","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=1, DEV-app=0, PROD-app=0."
"DeviceLoggingUsers","Per gebruiker/apparaat de agentstatus, versie en taakcheckpoints.","Legacy UAM","30","LastRecentFilesAndFoldersDateTime","datetime2(7)","True","","","","285","1","0.35","1","1","0","0","0","0","1","1","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=1, DEV-app=0, PROD-app=0."
"DeviceLoggingUserSettings","Afwijkende instellingen per gebruiker/apparaat.","Legacy UAM","1","DeviceLoggingUserSettingID","int","False","IDENTITY; PK(1)","","PK__DeviceLo__37B513C4E8C63330","8","8","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","structureel","behouden/hermodelleren","Onderdeel van identity-, primary-key- of foreign-keystructuur."
"DeviceLoggingUserSettings","Afwijkende instellingen per gebruiker/apparaat.","Legacy UAM","2","username","varchar(50)","False","","","","8","8","100","26","46","15","17","26","26","67","89","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=46, DEV-app=17, PROD-app=26."
"DeviceLoggingUserSettings","Afwijkende instellingen per gebruiker/apparaat.","Legacy UAM","3","userdomain","varchar(50)","True","","","","8","8","100","21","50","2","2","5","5","28","57","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=50, DEV-app=2, PROD-app=5."
"DeviceLoggingUserSettings","Afwijkende instellingen per gebruiker/apparaat.","Legacy UAM","4","computername","varchar(100)","True","","","","8","0","0","23","54","2","3","6","7","31","64","persoons-/gebruiksgegeven","codegebruik, productie leeg","migreren na semantische controle","Exacte codetokens: agent=54, DEV-app=3, PROD-app=7."
"DeviceLoggingUserSettings","Afwijkende instellingen per gebruiker/apparaat.","Legacy UAM","5","Setting_code","varchar(100)","False","","","","8","8","100","14","14","0","0","3","3","17","17","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=14, DEV-app=0, PROD-app=3."
"DeviceLoggingUserSettings","Afwijkende instellingen per gebruiker/apparaat.","Legacy UAM","6","Setting_Value","varchar(max)","False","","","","8","8","100","3","3","0","0","2","2","5","5","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=3, DEV-app=0, PROD-app=2."
"DeviceLoggingUserSettings","Afwijkende instellingen per gebruiker/apparaat.","Legacy UAM","7","Setting_Enabled","bit","True","","((1))","","8","8","100","1","2","0","0","3","3","4","5","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=2, DEV-app=0, PROD-app=3."
"DeviceLoggingUserSettings","Afwijkende instellingen per gebruiker/apparaat.","Legacy UAM","8","Setting_ValueType","varchar(50)","True","","","","8","0","0","6","6","0","0","0","0","6","6","persoons-/gebruiksgegeven","codegebruik, productie leeg","migreren na semantische controle","Exacte codetokens: agent=6, DEV-app=0, PROD-app=0."
"DeviceProcess2Exclude","Legacy uitsluitlijst voor procesnamen/paden.","Legacy UAM","1","Process2ExcludeID","int","False","IDENTITY; PK(1)","","PK_DeviceProcess2Exclude","304","304","100","0","0","0","0","2","2","2","2","intern/configuratie","structureel","behouden/hermodelleren","Onderdeel van identity-, primary-key- of foreign-keystructuur."
"DeviceProcess2Exclude","Legacy uitsluitlijst voor procesnamen/paden.","Legacy UAM","2","Processname","varchar(500)","True","","","","304","304","100","18","38","10","11","14","15","42","64","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=38, DEV-app=11, PROD-app=15."
"DeviceProcess2Exclude","Legacy uitsluitlijst voor procesnamen/paden.","Legacy UAM","3","ProcessnameExpression","varchar(500)","True","","","","304","304","100","3","3","2","2","4","4","9","9","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=3, DEV-app=2, PROD-app=4."
"DeviceProcess2Exclude","Legacy uitsluitlijst voor procesnamen/paden.","Legacy UAM","4","FullpathExecutable","varchar(500)","True","","","","304","244","80.26","15","18","9","9","11","11","35","38","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=18, DEV-app=9, PROD-app=11."
"DeviceProcess2Exclude","Legacy uitsluitlijst voor procesnamen/paden.","Legacy UAM","5","FullpathExecutableExpression","varchar(500)","True","","","","304","244","80.26","4","4","2","2","4","4","10","10","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=4, DEV-app=2, PROD-app=4."
"DeviceProcess2Exclude","Legacy uitsluitlijst voor procesnamen/paden.","Legacy UAM","6","Product","varchar(500)","True","","","","304","304","100","4","7","7","7","9","9","20","23","intern/configuratie","actief in code","migreren na semantische controle","Exacte codetokens: agent=7, DEV-app=7, PROD-app=9."
"DeviceProcess2Exclude","Legacy uitsluitlijst voor procesnamen/paden.","Legacy UAM","7","ProductExpression","varchar(500)","True","","","","304","304","100","3","3","2","2","4","4","9","9","intern/configuratie","actief in code","migreren na semantische controle","Exacte codetokens: agent=3, DEV-app=2, PROD-app=4."
"DeviceProcess2Exclude","Legacy uitsluitlijst voor procesnamen/paden.","Legacy UAM","8","Company","varchar(200)","True","","","","304","302","99.34","4","7","11","11","9","9","24","27","intern/configuratie","actief in code","migreren na semantische controle","Exacte codetokens: agent=7, DEV-app=11, PROD-app=9."
"DeviceProcess2Exclude","Legacy uitsluitlijst voor procesnamen/paden.","Legacy UAM","9","CompanyExpression","varchar(200)","True","","","","304","302","99.34","3","3","2","2","4","4","9","9","intern/configuratie","actief in code","migreren na semantische controle","Exacte codetokens: agent=3, DEV-app=2, PROD-app=4."
"DeviceProcess2Exclude","Legacy uitsluitlijst voor procesnamen/paden.","Legacy UAM","10","Description","varchar(200)","True","","","","304","274","90.13","4","5","2","2","2","2","8","9","intern/configuratie","actief in code","migreren na semantische controle","Exacte codetokens: agent=5, DEV-app=2, PROD-app=2."
"DeviceProcess2Exclude","Legacy uitsluitlijst voor procesnamen/paden.","Legacy UAM","11","group","varchar(50)","True","","","","304","273","89.8","7","24","0","9","0","9","7","42","intern/configuratie","actief in code","migreren na semantische controle","Exacte codetokens: agent=24, DEV-app=9, PROD-app=9."
"DeviceProcess2Exclude","Legacy uitsluitlijst voor procesnamen/paden.","Legacy UAM","12","enabled","bit","True","","((1))","","304","304","100","13","22","1","5","7","13","21","40","intern/configuratie","actief in code","migreren na semantische controle","Exacte codetokens: agent=22, DEV-app=5, PROD-app=13."
"DeviceProcess2Exclude","Legacy uitsluitlijst voor procesnamen/paden.","Legacy UAM","13","createdate","datetime2(7)","True","","(getdate())","","304","271","89.14","0","0","0","0","0","0","0","0","intern/configuratie","data aanwezig, codegebruik niet aangetroffen","herkomst/consument verifiëren","Productiedata aanwezig; dynamisch SQL of een externe consument kan statische codezoeking omzeilen."
"DeviceProcessLogging","Actieve detailbuffer voor procesgebruik.","Legacy UAM","1","datetimestamp","datetime","True","","(getdate())","","0","0",,"3","5","5","7","12","15","20","27","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=5, DEV-app=7, PROD-app=15."
"DeviceProcessLogging","Actieve detailbuffer voor procesgebruik.","Legacy UAM","2","computername","varchar(100)","True","","","","0","0",,"23","54","2","3","6","7","31","64","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=54, DEV-app=3, PROD-app=7."
"DeviceProcessLogging","Actieve detailbuffer voor procesgebruik.","Legacy UAM","3","username","varchar(50)","True","","","","0","0",,"26","46","15","17","26","26","67","89","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=46, DEV-app=17, PROD-app=26."
"DeviceProcessLogging","Actieve detailbuffer voor procesgebruik.","Legacy UAM","4","userdomain","varchar(50)","True","","","","0","0",,"21","50","2","2","5","5","28","57","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=50, DEV-app=2, PROD-app=5."
"DeviceProcessLogging","Actieve detailbuffer voor procesgebruik.","Legacy UAM","5","starttime","datetime2(7)","True","","","","0","0",,"12","25","0","0","0","3","12","28","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=25, DEV-app=0, PROD-app=3."
"DeviceProcessLogging","Actieve detailbuffer voor procesgebruik.","Legacy UAM","6","processname","varchar(500)","True","","","","0","0",,"18","38","10","11","14","15","42","64","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=38, DEV-app=11, PROD-app=15."
"DeviceProcessLogging","Actieve detailbuffer voor procesgebruik.","Legacy UAM","7","FullpathExecutable","varchar(2000)","True","","","","0","0",,"15","18","9","9","11","11","35","38","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=18, DEV-app=9, PROD-app=11."
"DeviceProcessLogging","Actieve detailbuffer voor procesgebruik.","Legacy UAM","8","product","varchar(500)","True","","","","0","0",,"4","7","7","7","9","9","20","23","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=7, DEV-app=7, PROD-app=9."
"DeviceProcessLogging","Actieve detailbuffer voor procesgebruik.","Legacy UAM","9","company","varchar(200)","True","","","","0","0",,"4","7","11","11","9","9","24","27","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=7, DEV-app=11, PROD-app=9."
"DeviceProcessLogging_Archive","Historisch procesgebruik.","Legacy UAM","1","datetimestamp","datetime","True","","","","61747","61747","100","3","5","5","7","12","15","20","27","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=5, DEV-app=7, PROD-app=15."
"DeviceProcessLogging_Archive","Historisch procesgebruik.","Legacy UAM","2","computername","varchar(100)","True","","","","61747","61747","100","23","54","2","3","6","7","31","64","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=54, DEV-app=3, PROD-app=7."
"DeviceProcessLogging_Archive","Historisch procesgebruik.","Legacy UAM","3","username","varchar(50)","True","","","","61747","61747","100","26","46","15","17","26","26","67","89","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=46, DEV-app=17, PROD-app=26."
"DeviceProcessLogging_Archive","Historisch procesgebruik.","Legacy UAM","4","userdomain","varchar(50)","True","","","","61747","61747","100","21","50","2","2","5","5","28","57","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=50, DEV-app=2, PROD-app=5."
"DeviceProcessLogging_Archive","Historisch procesgebruik.","Legacy UAM","5","starttime","datetime2(7)","True","","","","61747","61747","100","12","25","0","0","0","3","12","28","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=25, DEV-app=0, PROD-app=3."
"DeviceProcessLogging_Archive","Historisch procesgebruik.","Legacy UAM","6","processname","varchar(500)","True","","","","61747","61747","100","18","38","10","11","14","15","42","64","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=38, DEV-app=11, PROD-app=15."
"DeviceProcessLogging_Archive","Historisch procesgebruik.","Legacy UAM","7","FullpathExecutable","varchar(2000)","True","","","","61747","50912","82.45","15","18","9","9","11","11","35","38","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=18, DEV-app=9, PROD-app=11."
"DeviceProcessLogging_Archive","Historisch procesgebruik.","Legacy UAM","8","product","varchar(500)","True","","","","61747","50912","82.45","4","7","7","7","9","9","20","23","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=7, DEV-app=7, PROD-app=9."
"DeviceProcessLogging_Archive","Historisch procesgebruik.","Legacy UAM","9","company","varchar(200)","True","","","","61747","50912","82.45","4","7","11","11","9","9","24","27","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=7, DEV-app=11, PROD-app=9."
